DAM_ID,Project name,Continent,Country,Main_river,Major Basin,Capacity (MW),LAT_cleaned,Lon_Cleaned,Stage,Start,End,Reference 1,Reference 2,Reference 3
2103,Bhilangana Ii,Asia,India,Ganges,Ganges - Bramaputra,11,30.533496,78.795996,P,,,http://sandrp.in/basin_maps/,,
2104,Gangotri,Asia,India,Ganges,Ganges - Bramaputra,55,30.94524933,79.05891733,P,,,http://sandrp.in/basin_maps/,,
2105,Harsil,Asia,India,Yamuna,Ganges - Bramaputra,210,30.987632,78.70208333,P,,,http://sandrp.in/basin_maps/,,
2106,Jadhganga,Asia,India,Yamuna,Ganges - Bramaputra,50,31.036208,78.886208,P,,,http://sandrp.in/basin_maps/,,
2107,Karmoli,Asia,India,Sutlej,Ganges - Bramaputra,140,31.10235267,78.96901933,P,,,http://sandrp.in/basin_maps/,,
2108,Lotharinag Pala,Asia,India,Yamuna,Ganges - Bramaputra,600,30.81875,78.61875,U,,,http://sandrp.in/basin_maps/,,
2109,Koteshwar,Asia,India,Ganges,Ganges - Bramaputra,400,30.31458333,78.48958333,U,,,http://sandrp.in/basin_maps/,,
2110,Kotli Bhel Ia,Asia,India,Ganges,Ganges - Bramaputra,195,30.14791667,78.610922,U,,,http://sandrp.in/basin_maps/,,
2111,Pala Maneri I,Asia,India,Yamuna,Ganges - Bramaputra,480,30.799072,78.61875,U,,,http://sandrp.in/basin_maps/,,
2112,Alaknanda,Asia,India,Ganges,Ganges - Bramaputra,300,30.734505,79.49375,P,,,http://sandrp.in/basin_maps/,,
2113,Bagoli,Asia,India,Ganges,Ganges - Bramaputra,72,30.162726,79.362274,P,,,http://sandrp.in/basin_maps/,,
2114,Bowla Nandprayag,Asia,India,Ganges,Ganges - Bramaputra,132,30.408347,79.358347,P,,,http://sandrp.in/basin_maps/,,
2115,Chuni Semi,Asia,India,Ganges,Ganges - Bramaputra,24,30.531888,79.09375,P,,,http://sandrp.in/basin_maps/,,
2116,Shrinagar,Asia,India,Ganges,Ganges - Bramaputra,330,30.24292683,78.82626017,U,2010,,http://moef.nic.in/downloads/public-information/DOC200611.pdf,,
2117,Deodi,Asia,India,Ganges,Ganges - Bramaputra,60,30.433608,79.82708333,P,,,http://sandrp.in/basin_maps/,,
2118,Devsari,Asia,India,Ganges,Ganges - Bramaputra,255,30.04069717,79.56986383,P,,,http://sandrp.in/basin_maps/,,
2119,Gaurikund,Asia,India,Ganges,Ganges - Bramaputra,18.6,30.650578,79.025578,P,,,http://sandrp.in/basin_maps/,,
2120,Gohana Tal,Asia,India,Ganges,Ganges - Bramaputra,60,30.42269077,79.41852411,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2121,Jelam Tamak,Asia,India,Ganges,Ganges - Bramaputra,60,30.645219,79.832719,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2122,Karnaprayag,Asia,India,Ganges,Ganges - Bramaputra,160,30.27459717,79.22876383,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2123,Lakshmanganga,Asia,India,Ganges,Ganges - Bramaputra,4.4,30.61089778,79.57243555,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2124,Lata Tapovan,Asia,India,Ganges,Ganges - Bramaputra,310,30.503,79.622,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2125,Maleri Jelam,Asia,India,Ganges,Ganges - Bramaputra,55,30.6468685,79.8343685,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2126,Nandprayag Langasu,Asia,India,Ganges,Ganges - Bramaputra,141,30.3426545,79.3176545,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2127,Padli,Asia,India,Ganges,Ganges - Bramaputra,27,30.249526,79.237974,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2128,Phata-Byung,Asia,India,Ganges,Ganges - Bramaputra,10.8,30.48125,79.08541667,P,,,http://sandrp.in/basin_maps/,,
2129,Rambara,Asia,India,Ganges,Ganges - Bramaputra,24,30.58213244,79.1487991,P,,,http://sandrp.in/basin_maps/,,
2130,Rishiganga I,Asia,India,Ganges,Ganges - Bramaputra,70,30.42998633,79.83831967,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2131,Rishiganga Ii,Asia,India,Ganges,Ganges - Bramaputra,35,30.46458333,79.741729,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2132,Tamak Lata,Asia,India,Ganges,Ganges - Bramaputra,280,30.58285137,79.78701803,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2133,Urgam-Ii,Asia,India,Ganges,Ganges - Bramaputra,3.8,30.53125,79.497054,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2134,Utyasu,Asia,India,Ganges,Ganges - Bramaputra,860,30.27291667,78.957265,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2135,Vishnugad Pipalkoti,Asia,India,Ganges,Ganges - Bramaputra,444,30.55543667,79.52210333,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2136,Arakot Tiuni,Asia,India,Yamuna,Ganges - Bramaputra,81,30.93765683,77.84599017,P,,,http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg,,
2137,Barkot Kuwa,Asia,India,Yamuna,Ganges - Bramaputra,42,30.8132325,78.2007325,P,,,http://sandrp.in/basin_maps/,,
2138,Chirgaon Majhgaon,Asia,India,Sutlej,Ganges - Bramaputra,46,31.23125,77.87635,P,,,http://sandrp.in/basin_maps/,,
2139,Damta Naingaon,Asia,India,Sutlej,Indus,20,31.54791667,77.81041667,P,,,http://sandrp.in/basin_maps/,,
2140,Dhamwari Sunda,Asia,India,Sutlej,Ganges - Bramaputra,70,31.265948,77.99791667,P,,,http://sandrp.in/basin_maps/,,
2141,Hanol Tiuni,Asia,India,Yamuna,Ganges - Bramaputra,60,30.83541667,77.78595,P,,,http://sandrp.in/basin_maps/,,
2142,Hanuman Chatti,Asia,India,Yamuna,Ganges - Bramaputra,33,30.92708333,78.392826,P,,,http://sandrp.in/basin_maps/,,
2143,Jakhol Sankhri,Asia,India,Yamuna,Ganges - Bramaputra,51,31.11535567,78.21952233,P,,,http://sandrp.in/basin_maps/,,
2144,Kishau,Asia,India,Yamuna,Ganges - Bramaputra,600,30.757046,77.70625,P,,,http://sandrp.in/basin_maps/,,
2145,Lakhwar,Asia,India,Yamuna,Ganges - Bramaputra,300,30.51727883,77.95061217,P,,,http://sandrp.in/basin_maps/,,
2146,Mori Hanol,Asia,India,Yamuna,Ganges - Bramaputra,63,30.98541667,78,P,,,http://sandrp.in/basin_maps/,,
2147,Naitwar Mori,Asia,India,Yamuna,Ganges - Bramaputra,60,31.02193333,78.04276667,P,,,http://sandrp.in/basin_maps/,,
2148,Paudital Lassa,Asia,India,Sutlej,Ganges - Bramaputra,24,31.24375,77.92708333,P,,,http://sandrp.in/basin_maps/,,
2149,Renuka,Asia,India,Yamuna,Ganges - Bramaputra,40,30.615836,77.44375,P,,,http://sandrp.in/basin_maps/,,
2150,Rupin,Asia,India,Sutlej,Ganges - Bramaputra,45,31.18021733,78.07394933,P,,,http://sandrp.in/basin_maps/,,
2151,Rupin Iii.Iv.V,Asia,India,Yamuna,Ganges - Bramaputra,37,31.05625,78.078771,P,,,http://sandrp.in/basin_maps/,,
2152,Taluka Sankhri,Asia,India,Yamuna,Ganges - Bramaputra,140,31.08125,78.25,P,,,http://sandrp.in/basin_maps/,,
2153,Tangnu Romai,Asia,India,Yamuna,Ganges - Bramaputra,50,31.03541667,77.82708333,P,,,http://sandrp.in/basin_maps/,,
2154,Tiuni Plasu,Asia,India,Yamuna,Ganges - Bramaputra,60,30.82453983,77.75787317,P,,,http://sandrp.in/basin_maps/,,
2155,Tipaimukh,Asia,India,Balak,Ganges - Bramaputra,1500,24.23541667,93.020278,P,,,http://en.wikipedia.org/wiki/Tipaimukh_Dam,http://www.ejatlas.org/conflict/tipaimukh-dam-india,
2156,Vyasi,Asia,India,Yamuna,Ganges - Bramaputra,120,30.51458333,77.959295,P,,,http://www.sandrp.in/basin_maps/Major_Hydro_Projects_in_Yamuna_Basin.pdf,,
2157,Puwa-Jhutre,Asia,Nepal,Tista,Ganges - Bramaputra,2,26.97708333,87.90208333,P,2010,,www.doed.gov.np,,
2158,Jogmai Khola,Asia,Nepal,Tista,Ganges - Bramaputra,7.6,26.92291667,88.05208333,P,2012,,www.doed.gov.np,,
2159,Madi-Bhorletar,Asia,Nepal,Gandak,Ganges - Bramaputra,10,28.16056117,84.23972783,P,2012,,www.doed.gov.np,,
2160,Siddhi Khola,Asia,India,Tista,Ganges - Bramaputra,10,26.68958333,88.18125,P,2010,,www.doed.gov.np,,
2161,Khorunga Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,4.8,27.17291667,87.53958333,P,2011,,www.doed.gov.np,,
2162,Middle Modi,Asia,Nepal,Gandak,Ganges - Bramaputra,15.1,28.31347267,83.78013933,P,2012,,www.doed.gov.np,,
2163,Bagmati Nadi,Asia,Nepal,Gandak,Ganges - Bramaputra,20,27.55069483,85.24652817,P,2012,,www.doed.gov.np,,
2164,Uppper Solu Khola Small,Asia,Nepal,Sapt,Ganges - Bramaputra,18,27.54458333,86.58458333,P,2012,,www.doed.gov.np,,
2165,Suti Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,20,28.62430567,84.40902767,P,2011,,www.doed.gov.np,,
2166,Tugun Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,4.36,27.49791667,85.33125,P,2012,,www.doed.gov.np,,
2167,Khani Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,2,27.49222267,85.30888933,P,2012,,www.doed.gov.np,,
2168,Middle Super Daraudi,Asia,Nepal,Gandak,Ganges - Bramaputra,4.48,28.22500033,84.73333367,P,2012,,www.doed.gov.np,,
2169,Upper Daraundi,Asia,Nepal,Gandak,Ganges - Bramaputra,9.22,28.18489538,84.71406205,P,2012,,www.doed.gov.np,,
2170,Middle Gaddi Gad,Asia,Nepal,Ghaghara,Ganges - Bramaputra,3.5,29.28125,81.062222,P,2012,,www.doed.gov.np,,
2171,Upper Panpu Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,6.75,28.62708333,83.62708333,P,2011,,www.doed.gov.np,,
2172,Chepe Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,8.6,28.091806,84.516806,P,2011,,www.doed.gov.np,,
2173,Rupse Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,4,28.55236117,83.64347217,P,2012,,www.doed.gov.np,,
2174,Uppper Khimti Ii,Asia,Nepal,Sapt,Ganges - Bramaputra,7,27.665278,86.33125,P,2011,,www.doed.gov.np,,
2175,Madi Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,3.6,28.38541667,82.541667,P,2011,,www.doed.gov.np,,
2176,Ghalemdi Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,10,28.54375,83.75625,P,2013,,www.doed.gov.np,,
2177,Tallo Bagmati,Asia,Nepal,Gandak,Ganges - Bramaputra,2.57,27.49652783,85.24513883,P,2010,,www.doed.gov.np,,
2178,Sabha Khola A,Asia,Nepal,Sapt,Ganges - Bramaputra,8.3,27.39416633,87.27749967,P,2012,,www.doed.gov.np,,
2179,Panagad Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,1.2,28.09791667,83.195556,P,2009,,www.doed.gov.np,,
2180,Poldumki Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,1.6,27.51875,85.08541667,P,2010,,www.doed.gov.np,,
2181,Siwan Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,5.98,28.2922225,82.5827775,P,2012,,www.doed.gov.np,,
2182,Roshi Khola & Ladku Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,3,27.54583367,85.56249967,P,2011,,www.doed.gov.np,,
2183,Tanchhahara Small,Asia,Nepal,Gandak,Ganges - Bramaputra,2.4,28.66875,83.59375,P,2013,,www.doed.gov.np,,
2184,Mai Khola B,Asia,Nepal,Tista,Ganges - Bramaputra,9,26.91875,87.95208333,P,2012,,www.doed.gov.np,,
2185,Yandeli Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,2.73,27.37291667,87.57082517,P,2011,,www.doed.gov.np,,
2186,Roshi Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,3,27.56041667,85.56041667,P,2011,,www.doed.gov.np,,
2187,Daraundi-1,Asia,Nepal,Gandak,Ganges - Bramaputra,10,28.10555583,84.66388917,P,2010,,www.doed.gov.np,,
2188,Rigdi Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,1.94,27.8208335,84.5208335,P,2011,,www.doed.gov.np,,
2189,Ruru Banchu - 1,Asia,Nepal,Ghaghara,Ganges - Bramaputra,13.5,29.10208333,81.815556,P,2012,,www.doed.gov.np,,
2190,Ruru Banchu Khola- 2,Asia,Nepal,Ghaghara,Ganges - Bramaputra,3,29.11986083,81.75319417,P,2011,,www.doed.gov.np,,
2191,Taman Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,4.85,28.34375,83.16875,P,2012,,www.doed.gov.np,,
2192,Upper Gaddi Gad,Asia,Nepal,Ghaghara,Ganges - Bramaputra,1.55,29.28958333,81.091667,P,2013,,www.doed.gov.np,,
2193,Upper Molun,Asia,Nepal,Sapt,Ganges - Bramaputra,4,27.37708333,86.43958333,P,2011,,www.doed.gov.np,,
2194,Rudi A,Asia,Nepal,Gandak,Ganges - Bramaputra,6.8,28.28125,84.27708333,P,2013,,www.doed.gov.np,,
2195,Upper Bagmati,Asia,Nepal,Gandak,Ganges - Bramaputra,6,27.583333,85.27708333,P,2011,,www.doed.gov.np,,
2196,Lower Chameliya,Asia,Nepal,Ghaghara,Ganges - Bramaputra,20,29.68958333,80.633056,P,2011,,www.doed.gov.np,,
2197,Nyam Nyam,Asia,Nepal,Sapt,Ganges - Bramaputra,5,28.079861,85.217361,P,2011,,www.doed.gov.np,,
2198,Lower Khorunga,Asia,Nepal,Sapt,Ganges - Bramaputra,5.5,27.12708333,87.56875,P,2013,,www.doed.gov.np,,
2199,Lower Jogmai Khola,Asia,Nepal,Tista,Ganges - Bramaputra,6.1,26.902222,88.002222,P,2012,,www.doed.gov.np,,
2200,Upper Chingad,Asia,Nepal,Ghaghara,Ganges - Bramaputra,3.2,28.583333,81.80208333,P,2015,,www.doed.gov.np,,
2201,Badigad (Kolti),Asia,Nepal,Ghaghara,Ganges - Bramaputra,4.5,29.48988599,81.69761401,P,2012,,www.doed.gov.np,,
2202,Nisi Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,2,28.333333,83.16041667,P,2011,,www.doed.gov.np,,
2203,Sudha Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,3.75,28.390833,84.32291667,P,2009,,www.doed.gov.np,,
2204,Sawane -A,Asia,Nepal,Gandak,Ganges - Bramaputra,5,28.21458333,83.304167,P,2011,,www.doed.gov.np,,
2205,Badigad -A,Asia,Nepal,Gandak,Ganges - Bramaputra,5,28.2429165,83.2195835,P,2011,,www.doed.gov.np,,
2206,Ghatte Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,5,27.78958333,86.28125,P,2012,,www.doed.gov.np,,
2207,Middle Midim,Asia,Nepal,Gandak,Ganges - Bramaputra,3.1,28.25208333,84.28125,P,2012,,www.doed.gov.np,,
2208,Lawa Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,3,26.67291667,87.62291667,P,2011,,www.doed.gov.np,,
2209,Chandravati Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,4,27.92291666,85.37920842,P,2010,,www.doed.gov.np,,
2210,Manahari Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,3.6,27.58541667,84.921667,P,2011,,www.doed.gov.np,,
2211,Trishuli Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,2.28,28.12708333,85.29791667,P,2013,,www.doed.gov.np,,
2212,Lower Igwa Khola,Asia,Nepal,Tista,Ganges - Bramaputra,7.3,27.28125,87.8725,P,2012,,www.doed.gov.np,,
2213,Upper Myagdi,Asia,Nepal,Gandak,Ganges - Bramaputra,20,28.55391662,83.37891662,P,2012,,www.doed.gov.np,,
2214,Chhaldi Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,4.96,28.11875,83.266667,P,2009,,www.doed.gov.np,,
2215,Middle Sunkoshi,Asia,Nepal,Sapt,Ganges - Bramaputra,3.4,27.78125,85.94375,P,2011,,www.doed.gov.np,,
2216,Bhuji Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,4.7,28.3505555,83.1755555,P,2011,,www.doed.gov.np,,
2217,Middle Tadi,Asia,Nepal,Sapt,Ganges - Bramaputra,5.5,27.96458333,85.416667,P,2012,,www.doed.gov.np,,
2218,Lower Balephi-3,Asia,Nepal,Sapt,Ganges - Bramaputra,4.5,27.73541667,85.7875,P,2011,,www.doed.gov.np,,
2219,Balephi A,Asia,Nepal,Sapt,Ganges - Bramaputra,11.22,27.85152783,85.76513883,P,2012,,www.doed.gov.np,,
2220,Theule Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,1.5,28.1895835,83.6520835,P,2010,,www.doed.gov.np,,
2221,Sabha A,Asia,Nepal,Sapt,Ganges - Bramaputra,9,27.43291633,87.31624967,P,2012,,www.doed.gov.np,,
2222,Upper Badigad,Asia,Nepal,Gandak,Ganges - Bramaputra,5,28.18958333,83.327778,P,2009,,www.doed.gov.np,,
2223,Ghar Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,8.3,28.49791667,83.65625,P,2011,,www.doed.gov.np,,
2224,Hewa Khola 'A',Asia,Nepal,Sapt,Ganges - Bramaputra,15,27.18958333,87.849444,P,2011,,www.doed.gov.np,,
2225,Lower Pheme Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,2.2,27.16458333,87.780556,P,2012,,www.doed.gov.np,,
2226,Yambaling Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,7.27,27.94831834,84.952485,P,2012,,www.doed.gov.np,,
2227,Kalanga,Asia,Nepal,Ghaghara,Ganges - Bramaputra,15.33,29.59583317,80.89999983,P,2011,,www.doed.gov.np,,
2228,Sanigad,Asia,Nepal,Ghaghara,Ganges - Bramaputra,10.7,29.6781945,80.8656945,P,2010,,www.doed.gov.np,,
2229,Bagar Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,7.1,28.5,83.53958333,P,2011,,www.doed.gov.np,,
2230,Rapti Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,2.19,27.51458333,85.080833,P,2010,,www.doed.gov.np,,
2231,Devighat Cascade Hpp,Asia,Nepal,Gandak,Ganges - Bramaputra,9.6,27.88958333,85.13541667,P,2012,,www.doed.gov.np,,
2232,Katti Khola,Asia,Nepal,Ghaghara,Ganges - Bramaputra,2.98,28.79375,81.79375,P,2009,,www.doed.gov.np,,
2233,Lower Phalaku Hpp,Asia,Nepal,Sapt,Ganges - Bramaputra,3.35,27.97291667,85.25,P,2011,,www.doed.gov.np,,
2234,Upper Chepe Hpp,Asia,Nepal,Gandak,Ganges - Bramaputra,11,28.208333,84.63958333,P,2012,,www.doed.gov.np,,
2235,Upper Naugad,Asia,Nepal,Ghaghara,Ganges - Bramaputra,5,29.75625,80.68125,P,2010,,www.doed.gov.np,,
2236,Rukum Gad,Asia,Nepal,Gandak,Ganges - Bramaputra,5,28.63958333,82.63958333,P,2012,,www.doed.gov.np,,
2237,Super Chepe,Asia,Nepal,Gandak,Ganges - Bramaputra,5,28.25208333,84.64791667,P,2010,,www.doed.gov.np,,
2238,Suri Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,3.6,27.73958333,86.252778,P,2012,,www.doed.gov.np,,
2239,Mudi Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,21.5,28.583333,83.38541667,P,2011,,www.doed.gov.np,,
2240,Salankhu Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,2.5,27.98541667,85.16458333,P,2012,,www.doed.gov.np,,
2241,Makari Gad,Asia,Nepal,Ghaghara,Ganges - Bramaputra,10,29.78541667,80.87291667,P,2011,,www.doed.gov.np,,
2242,Mah Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,2.17,27.79791667,85.054722,P,2011,,www.doed.gov.np,,
2243,Upper Maya Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,3.1,27.22708333,87.40208333,P,2010,,www.doed.gov.np,,
2244,Daram Khola-A,Asia,Nepal,Gandak,Ganges - Bramaputra,2.5,28.29375,83.41458333,P,2012,,www.doed.gov.np,,
2245,Nimrung Khola,Asia,Nepal,Gandak,Ganges - Bramaputra,4.28,28.275,84.89791667,P,2012,,www.doed.gov.np,,
2246,Banganga,Asia,Nepal,Gandak,Ganges - Bramaputra,3.2,27.8270835,83.1979165,P,2010,,www.doed.gov.np,,
2247,Indrawati Melamchi,Asia,Nepal,Sapt,Ganges - Bramaputra,4.9,27.83875017,85.58041683,P,2011,,www.doed.gov.np,,
2248,Likhu A Hpp,Asia,Nepal,Sapt,Ganges - Bramaputra,5,27.37291667,86.22708333,P,2011,,www.doed.gov.np,,
2249,Iwa Khola,Asia,Nepal,Tista,Ganges - Bramaputra,9.9,27.28125,87.865,P,2012,,www.doed.gov.np,,
2250,Upper Jogmai Hpp,Asia,Nepal,Tista,Ganges - Bramaputra,3.3,26.91458333,88.01875,P,2011,,www.doed.gov.np,,
2251,Lahu Khola,Asia,Nepal,Ghaghara,Ganges - Bramaputra,4.08,28.61041667,82.4475,P,2010,,www.doed.gov.np,,
2252,Chulepu Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,2.3,27.48972233,86.31055567,P,2012,,www.doed.gov.np,,
2253,Seti Khola Hpp,Asia,Nepal,Gandak,Ganges - Bramaputra,3.5,28.03541667,83.62291667,P,2011,,www.doed.gov.np,,
2254,Pa Khola,Asia,Nepal,Ghaghara,Ganges - Bramaputra,3.5,28.914028,81.864028,P,2011,,www.doed.gov.np,,
2255,Upper Hewa Hpp,Asia,Nepal,Sapt,Ganges - Bramaputra,7.5,27.348611,87.37291667,P,2012,,www.doed.gov.np,,
2256,Chake Khola Hpp,Asia,Nepal,Sapt,Ganges - Bramaputra,1.8,27.91875,85.41041667,P,2010,,www.doed.gov.np,,
2257,Lower Khani Khola Hpp,Asia,Nepal,Sapt,Ganges - Bramaputra,9,27.82708333,86.346944,P,2012,,www.doed.gov.np,,
2258,Nisi Khola Hep-1,Asia,Nepal,Gandak,Ganges - Bramaputra,6,28.369722,83.130278,P,2010,,www.doed.gov.np,,
2259,Thadekhani Khola Hpp,Asia,Nepal,Gandak,Ganges - Bramaputra,5,28.46041667,83.51875,P,2012,,www.doed.gov.np,,
2260,Upper Khoranga Khola Hpp,Asia,Nepal,Sapt,Ganges - Bramaputra,7.5,27.23958333,87.53125,P,2012,,www.doed.gov.np,,
2261,Badigad Hpp,Asia,Nepal,Gandak,Ganges - Bramaputra,6.6,28.34791667,83.191667,P,2012,,www.doed.gov.np,,
2262,Phalakhu Khola Hpp,Asia,Nepal,Sapt,Ganges - Bramaputra,3,27.986111,85.26458333,P,2011,,www.doed.gov.np,,
2263,Upper Indrawati,Asia,Nepal,Sapt,Ganges - Bramaputra,4,27.90930567,85.62597233,P,2012,,www.doed.gov.np,,
2264,Lower Chirkhuwa,Asia,Nepal,Sapt,Ganges - Bramaputra,5,27.39375,87.141667,P,2011,,www.doed.gov.np,,
2265,Lohare Khola,Asia,Nepal,Ghaghara,Ganges - Bramaputra,4.2,28.91458333,81.82291667,P,2012,,www.doed.gov.np,,
2266,Phenlun Briddhin Diversion Hpp,Asia,Nepal,Sapt,Ganges - Bramaputra,4.5,28.25625,85.36458333,P,2011,,www.doed.gov.np,,
2267,Jhyaku Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,8,27.72916667,86.20833333,P,2012,,www.doed.gov.np,,
2268,Sisa Khola Hpp,Asia,Nepal,Sapt,Ganges - Bramaputra,5,27.461111,86.56875,P,2011,,www.doed.gov.np,,
2269,Kapadigad,Asia,Nepal,Ghaghara,Ganges - Bramaputra,3.3,29.01458333,80.77291667,P,2010,,www.doed.gov.np,,
2270,Parajuli Khola-1,Asia,Nepal,Ghaghara,Ganges - Bramaputra,2.15,28.71875,81.73958333,P,2013,,www.doed.gov.np,,
2271,Tame Khola Shp,Asia,Nepal,Ghaghara,Ganges - Bramaputra,1.25,28.897778,81.77291667,P,2012,,www.doed.gov.np,,
2272,Malagad,Asia,Nepal,Ghaghara,Ganges - Bramaputra,5.31,29.34263867,81.36569467,P,2011,,www.doed.gov.np,,
2273,Upper Piluwa Khola-2 Shp,Asia,Nepal,Sapt,Ganges - Bramaputra,2.48,27.29930583,87.40486083,P,2012,,www.doed.gov.np,,
2274,Liping Khola,Asia,China,Sapt,Ganges - Bramaputra,4.1,27.981111,85.968611,P,2012,,www.doed.gov.np,,
2275,Upper Katti Khola Hpp,Asia,Nepal,Ghaghara,Ganges - Bramaputra,1.65,28.78958333,81.839722,P,2011,,www.doed.gov.np,,
2276,Taman Khola Hep-1,Asia,Nepal,Gandak,Ganges - Bramaputra,4.4,28.37708333,83.19791667,P,2011,,www.doed.gov.np,,
2277,Lower Modi-Ii Cascade Hpp,Asia,Nepal,Gandak,Ganges - Bramaputra,10.5,28.21930583,83.70263917,P,2012,,www.doed.gov.np,,
2278,Lower Lohore Khola Hpp,Asia,Nepal,Ghaghara,Ganges - Bramaputra,20,28.76875,81.63541667,P,2012,,www.doed.gov.np,,
2279,Bijaypur Khola-2 Hpp,Asia,Nepal,Gandak,Ganges - Bramaputra,4,28.19375,84.19375,P,2013,,www.doed.gov.np,,
2280,Chake Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,2.83,27.66458333,86.33125,P,2012,,www.doed.gov.np,,
2281,Upper Charnawati Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,2.2,27.65944467,86.01138867,P,2012,,www.doed.gov.np,,
2282,Taman Khola Hep-2,Asia,Nepal,Gandak,Ganges - Bramaputra,4,28.39999983,83.20833317,P,2011,,www.doed.gov.np,,
2283,Jhon Khola Hpp,Asia,Nepal,Gandak,Ganges - Bramaputra,2.2,28.82708333,83.833333,P,2011,,www.doed.gov.np,,
2284,Dudh Khola Hpp,Asia,Nepal,Gandak,Ganges - Bramaputra,25,28.551111,84.388611,P,2012,,www.doed.gov.np,,
2285,Upper Mardi Hydropower Project,Asia,Nepal,Gandak,Ganges - Bramaputra,7,28.42708333,83.89375,P,2012,,www.doed.gov.np,,
2286,Upper Chirkuwa Khola,Asia,Nepal,Sapt,Ganges - Bramaputra,5,27.37527783,87.10861117,P,2012,,www.doed.gov.np,,
2287,Hewa Khola - B,Asia,Nepal,Sapt,Ganges - Bramaputra,5,27.17597233,87.79680567,P,2011,,www.doed.gov.np,,
2288,Orang Khoa Hpp,Asia,Nepal,Sapt,Ganges - Bramaputra,2.1,27.79625033,86.21708367,P,2011,,www.doed.gov.np,,
2289,Mai Cascade Hpp,Asia,Nepal,Tista,Ganges - Bramaputra,8,26.88125,87.92708333,P,2012,,www.doed.gov.np,,
2290,Bauligad Khola Hpp,Asia,Nepal,Ghaghara,Ganges - Bramaputra,3.4,29.59375,81.21458333,P,2012,,www.doed.gov.np,,
2291,Istul Khola Hpp,Asia,Nepal,Gandak,Ganges - Bramaputra,1.51,28.03125,84.81458333,P,2012,,www.doed.gov.np,,
2292,Phakphok Khola Hpp,Asia,Nepal,Sapt,Ganges - Bramaputra,14.7,28.03472233,85.31805567,P,2011,,www.doed.gov.np,,
2293,Taksar Pikuwa,Asia,Nepal,Sapt,Ganges - Bramaputra,10,27.12291667,87.06875,P,2012,,www.doed.gov.np,,
